id,importe,tipo,descripcion,animal_id,inserted_at,updated_at
426963b8-566d-4140-b6bf-e525afe4d595,27,Complete traumatic amp at level betw unsp hip and knee,"Excision of Right Internal Carotid Artery, Perc Approach",14f4da79-f995-404a-ada9-3af1ba04ffc7,2022-03-29 19:56:00,2022-05-02 06:05:18
416e87f3-b449-43a0-b323-950e3ee74f4e,74,"Quadriplegia, C1-C4 incomplete","Drainage of Left Thyroid Artery, Perc Endo Approach",cf17fb24-808c-4855-bc61-6275a77dc7c3,2022-04-18 16:16:51,2022-12-25 17:51:45
e7e6d190-015f-4506-953d-056be7b064b3,83,Carrier of other specified bacterial diseases,"Replacement of L Palatine Bone with Autol Sub, Perc Approach",521eadb3-0e4f-4c30-bd09-458b425d9048,2022-07-28 06:02:14,2022-08-15 22:21:50
500d7475-5463-4cd2-9885-eb1a7cccf804,39,Acute apical periodontitis of pulpal origin,"Fusion of Left Tarsal Joint with Synth Sub, Open Approach",6dc6018b-c250-4aa2-a4de-3255c24d94bc,2022-08-20 01:55:53,2022-04-28 02:56:29
e91a95f2-d21f-4ce1-9c84-1e58ff5409cc,32,"Subluxation of MTP joint of unsp lesser toe(s), init","Destruction of Right Acromioclavicular Joint, Open Approach",29cec3ad-7ea3-4f82-b238-a554221f78d6,2022-05-23 04:50:53,2022-09-06 16:23:17
4ff0c890-f62f-409f-bfa3-d748dee47f88,64,"Tear of articular cartilage of knee, current","Resection of Left Knee Joint, Open Approach",3e01c66e-a603-4b1d-93a7-f574a52e6ff1,2022-04-02 13:07:11,2022-04-24 04:07:00
7da066e2-0b01-404e-8995-93eec350520e,60,"Other cervical disc displacement,  high cervical region","Drainage of Int Mamm, R Lymph with Drain Dev, Open Approach",45908d88-f429-40b2-b086-b0c022f7f98d,2023-02-27 08:57:41,2022-06-01 01:10:46
9cda018a-db7f-4238-8572-22d8889348c2,63,Postproc hemorrhage of a GU sys org following a procedure,"Bypass R Com Iliac Art to R Renal A, Perc Endo Approach",bd19f0cc-71ea-490d-af62-83b381989aeb,2022-12-07 23:29:58,2022-07-17 15:22:01
3e6b0939-de21-495d-a779-83924d5c5e90,66,"Displ spiral fx shaft of unsp femr, 7thQ","Dilation of Mid Esophag with Intralum Dev, Open Approach",c12c3acd-88af-4c37-83f5-469a8496f35a,2022-12-30 01:33:58,2022-10-05 15:29:05
412db3f7-d492-4cf0-8984-919aff6fd057,82,Bathroom in nursing home as place,"Fluoroscopy of Bilateral Pulmonary Veins, Guidance",5e482d5b-eb56-4559-b60c-e6f9398a531b,2022-05-18 12:22:19,2022-05-01 13:52:30
6d46f8cc-4154-4f84-94ec-528807ebdd66,60,"Combined forms of age-related cataract, unspecified eye","Reposition Right Metacarpal, Perc Endo Approach",b49f1c5a-c678-40ca-98ab-6fc4432c22aa,2022-07-03 10:42:10,2022-10-16 19:34:59
c2013382-8589-4206-991b-eea90c9e73f9,13,"War operations involving unsp dest arcrft, milt, init","Reposition Cervical Vertebra, Open Approach",1097504a-3c84-4d17-9b02-84ec813c30e7,2022-12-14 14:18:33,2022-12-17 05:50:10
74dfc169-557a-4de6-99f1-141e3a80815b,72,"Prsn brd/alit pedl cyc inj in clsn w rail trn/veh, sequela",Computerized Tomography (CT Scan) of Right Pulmonary Vein,9cac76b1-8094-4432-896b-b8f08d6f2eb6,2022-07-16 09:33:22,2023-02-11 05:07:36
9e5f335c-3bc0-492f-ac36-ce36c6f56254,26,"Complete traumatic MCP amputation of r little finger, init","Bypass Right Ureter to Colocutaneous, Perc Endo Approach",1adf4254-0205-4b4a-9859-aede57614942,2022-12-22 21:02:59,2022-10-14 14:21:26
337dfd93-35c7-48a2-a950-4e0105a0b0c6,100,"False labor, unspecified","Removal of Synth Sub from R Tarsal Jt, Open Approach",3ea89c39-6dc2-441b-8c50-0f87ec1caa87,2022-11-25 16:40:53,2022-08-13 14:18:38
67bc9136-e447-4e57-a1c1-8c7db3131d75,76,"Open bite of unsp finger without damage to nail, sequela","Bypass Bilateral Ureters to Cutaneous, Perc Endo Approach",c2af02fb-1337-4c46-a102-65c03b23b4ec,2022-06-02 22:48:04,2022-08-07 11:47:55
2b6b0d6b-09e3-43b3-891c-f108bf09a2c8,94,"Maternal care for anti-D antibodies, second tri, fetus 1","Dilate L Foot Art, Bifurc, w 4 Drug-elut, Open",eec7811e-4abd-483a-b40b-08ff87105a19,2022-11-10 12:35:11,2022-04-12 07:22:38
6ef389dd-1c47-4a6f-a15a-e658a6f7bfdc,98,"Fall on or from other playground equipment, subs encntr","Introduce of Electrol/Water Bal into Mouth/Phar, Via Opening",145addb0-2465-4e10-bcf8-71a8a52bb2bb,2022-08-14 01:11:38,2022-03-25 22:19:23
ae331f71-9908-4bad-b4ee-de0f7ba5d27c,10,Machinery accident on board passenger ship,"Bypass Cecum to Cutaneous with Autol Sub, Perc Endo Approach",9caff9a4-5aa9-4db9-9a2d-d636549ac51d,2022-08-30 07:35:19,2022-12-22 01:26:25
3dc5c33b-dc1d-477d-a518-a6fa2453b888,17,Malignant neoplasm of unspecified optic nerve,"Drainage of T-lum Jt, Perc Endo Approach, Diagn",752d7315-667d-45d8-9e67-33028c138157,2022-10-02 06:08:24,2022-06-25 20:14:14
89d4c903-84ef-4656-88d7-d9d1ce894387,54,Traumatic amputation at shoulder joint,"Excision of Right Shoulder Muscle, Perc Approach, Diagn",9addd0d8-15bd-4328-b8a7-1809682c0d40,2022-10-11 07:02:31,2022-04-05 09:37:20
0f7e7abd-1354-4623-ac8f-93639e1d99f2,2,"Burn of left eye and adnexa, part unspecified","Replace of R Glenoid Cav with Autol Sub, Perc Endo Approach",aac7e023-c09f-4a73-85aa-4bf1ecae0233,2022-12-19 00:20:10,2022-03-20 23:08:15
a2b14f6e-fce6-4b84-b1c9-e89795d0a8f5,7,"Strain of muscle, fascia and tendon of left hip, init encntr","Removal of Autol Sub from L Radius, Open Approach",139a2d21-132b-44cc-995a-973e72233bbf,2023-02-21 13:28:58,2022-09-21 15:54:29
a020f524-291f-4967-a763-64be0ad2c277,44,"Contus/lac/hem crblm w LOC of 1-5 hrs 59 min, sequela","Extirpation of Matter from Left Metacarpal, Open Approach",8b5bb375-ffe9-47b2-a7bd-4e85a5789026,2022-05-20 12:42:18,2022-06-24 17:45:25
798c3600-b60c-4e41-a9ca-72dda97b7dc0,35,"Unsp fx the lower end unsp rad, init for opn fx type 3A/B/C",Immobilization of Right Hand using Brace,d0a37292-dfec-4e68-b9ee-6b86f7d68be1,2022-04-11 04:27:33,2022-08-02 06:05:02
ff47b3cf-e560-4007-bb18-a9cbdcd8036c,76,"Lacerat extn musc/fasc/tend r little fngr at forarm lv, init","Extirpation of Matter from L Up Extrem Lymph, Open Approach",b7a88245-6584-4696-bca9-766d1c65d3d3,2023-01-22 12:03:49,2022-04-13 08:29:54
47eb81ff-2830-4b99-9f47-6feff4ea4f8e,9,"Abrasion, unspecified hip, subsequent encounter","Restrict of R Ant Tib Art with Intralum Dev, Perc Approach",c2492813-2237-448a-be54-cb404ff9f415,2022-11-19 23:11:53,2022-12-11 09:50:29
2e74fab6-e9ca-4b59-8d23-04c1dcd80b00,53,"Allergy, unspecified, sequela","Repair Middle Esophagus, Percutaneous Approach",37a0cf9a-f562-4cd8-bae8-063a52c98531,2022-06-15 15:44:12,2022-06-13 17:12:10
ef034aa8-9448-40f6-8bde-ca6075cbb757,88,"Mtrcy passenger injured in clsn w pedl cyc in traf, sequela","Occlusion Mid Esophag w Extralum Dev, Perc Endo",ef6ca325-1ad2-4c08-afad-2f377ed9640e,2023-02-22 15:48:09,2023-01-05 05:11:36
cb68cdb2-249e-4f4a-8357-48d97a60fedd,9,"Rheumatoid nodule, hand","Occlusion Mid Esophag w Intralum Dev, Perc Endo",3ee2e38c-1a83-48b2-9525-5a2a7e687a84,2022-06-02 22:52:52,2022-11-09 00:55:58
964a2ab0-0d66-490d-b067-506836df158d,14,"Oth fx shaft of unsp fibula, init for opn fx type I/2","Revision of Drain Dev in L Sacroiliac Jt, Extern Approach",16b079cd-0eb6-422f-b4b2-7c84c45a5153,2023-02-02 06:24:38,2023-02-04 11:32:46
80d62930-0c34-4177-9f62-5dea2aec2bd3,11,"Gestational diabetes in the puerperium, unsp control","Dilation of Uterus, Percutaneous Endoscopic Approach",4ae66f99-2d0a-429c-a1c7-53beb81fd979,2023-01-18 17:40:10,2022-03-03 12:12:43
7d3c98e9-59e0-46b7-97b1-22b2bdad6f95,54,Unspecified open wound of scrotum and testes,"Bypass Thor Aorta Asc to Subclav, Perc Endo Approach",bdfeb5a1-08be-43b2-8d9a-c72b9df0abe8,2023-02-11 19:43:13,2022-05-07 03:16:12
be9c376f-bbfa-4612-924a-5639e4146ff7,37,"Oth osteopor w crnt path fx, verteb, 7thD","Upper Bones, Insertion",5557a7ba-2316-40e1-a865-d64cca52a8ee,2022-05-23 09:00:28,2022-10-08 04:32:36
41c64393-57ce-4b1d-9476-8c502d4e0e22,26,Congenital lactase deficiency,"Transfuse of Nonaut Globulin into Periph Art, Open Approach",9b08e59d-57c3-49a1-a635-923b74ebd9c2,2022-11-16 10:42:26,2022-10-03 05:59:21
9e5f1e84-577c-4f12-a2bd-bf9cdab2d6bc,10,"Laceration of plantar artery of unsp foot, subs encntr","Drainage of Splenic Artery, Percutaneous Approach",6be70906-295a-41ac-857c-20d2a7d2ed02,2022-07-11 21:12:26,2022-08-04 05:26:20
f58a6dc7-06cc-4e8c-a39e-0f8272d7198e,85,"Unsp injury of intercostl blood vessels, right side, sequela","Restrict of L Kidney Pelvis with Intralum Dev, Perc Approach",ae176284-6c00-4f29-84cb-cb902211283c,2022-07-04 11:03:01,2022-05-28 04:48:08
b063316c-6aeb-4feb-a7da-e261a8bdaabd,14,Other sprain of unspecified hip,"Dilate L Basilic Vein w Intralum Dev, Perc Endo",9fa26ab6-cbe0-41c9-ab57-2f9674cdaadf,2022-12-16 15:46:53,2022-07-22 13:57:39
4b4a9581-c70f-4815-a07b-e4c637b98099,59,Lac w fb of back wall of thorax w penet thoracic cavity,"Bypass Right Hepatic Duct to R Hep Duc, Open Approach",07982764-13ec-41ca-ab03-ec19f6e7d544,2023-02-14 21:28:22,2022-11-09 12:00:57
53bcc051-4729-4412-89e1-2a1345d9a3a1,73,"Lac w/o fb of unsp external genital organs, male, sequela","Dilate of R Ext Carotid with 4+ Intralum Dev, Perc Approach",df75db7d-e60b-4694-b8c1-e2fbcd07cb00,2022-12-19 15:54:32,2022-12-16 15:00:35
aeb844c1-2118-48fe-8e50-b58e48af425e,49,"Disp fx of proximal phalanx of unsp great toe, init","Supplement Hymen with Nonaut Sub, Perc Endo Approach",ab3504c3-8153-4b88-9d54-227426549cb2,2022-07-27 02:46:43,2022-10-03 07:13:45
3e32e6a8-01ba-42bb-8f4d-12ee9fbd8588,4,"Toxic effect of other tobacco and nicotine, assault","Replacement of R Hip Jt with Metal, Cement, Open Approach",926e7e9e-5e75-4982-9ee3-5fcab23536b9,2023-01-27 03:24:11,2022-07-14 20:13:00
6aaf5118-5038-40ae-a099-6b8878bc591f,85,"Assault by shotgun, sequela","Removal of Nonaut Sub from Spinal Cord, Perc Approach",89a33ea6-0597-4114-a1f0-6dcd9afc4fa0,2022-06-04 12:39:26,2023-01-10 10:04:39
3c587c3e-aca2-470a-ab19-58a77117ee8e,50,"Corrosion of first degree of right thumb (nail), subs encntr","Replacement of Nasal Turbinate with Nonaut Sub, Via Opening",11789c4c-cb30-4457-9f82-382400926972,2023-01-03 00:48:54,2022-05-19 16:20:16
7db23005-c265-402e-8934-16c34a346141,63,"Diabetes with mild nonp rtnop with macular edema, unsp","Excision of Left Pleura, Percutaneous Approach",c4c293a6-6897-4024-862e-54424f888eb7,2022-12-26 19:47:54,2022-05-01 15:20:34
619cbe4b-7592-47f0-a81f-44deaf4d3419,32,"Discitis, unspecified, sacral and sacrococcygeal region","Excision of Left Upper Femur, Perc Endo Approach",3f077de9-14fc-4102-b5be-2c2f76d6d5cb,2023-01-05 12:47:06,2022-07-13 06:30:11
54449d11-db0a-481a-8d90-3974cdfe1f91,18,"Contact with hot water in bath or tub, sequela",Osteopathic Treatment of Thoracic Region using Lymph Pump,3654646d-f53a-451e-a543-86f340cab1e8,2022-03-07 09:06:48,2022-10-15 11:59:53
705ee12a-31d9-446d-9d50-41e81b4b5636,69,"Oth comp of fb acc left in body following punctr/cath, init","Revision of Synth Sub in Up Muscle, Perc Endo Approach",9cac76b1-8094-4432-896b-b8f08d6f2eb6,2022-09-13 11:03:20,2022-06-11 20:21:09
30041466-0230-4249-a9ac-3f32778621f0,94,"Displ osteochon fx left patella, init for opn fx type I/2",Beam Radiation of Hemibody using Photons 1 - 10 MeV,658dbbd0-f07a-4a71-ba2a-c4b4c77e3fa6,2022-11-12 08:42:18,2023-01-21 00:16:14
cf6c6822-58c3-4141-ae5a-5f95e340ba76,2,"Nondisp fx of medial cuneiform of unspecified foot, sequela","Replace of L Hip Tendon with Autol Sub, Perc Endo Approach",b49f1c5a-c678-40ca-98ab-6fc4432c22aa,2022-05-10 00:47:49,2022-07-24 22:02:41
4e3cc1f7-066d-4f29-94e4-14061395f573,6,"Oth fracture of right lower leg, init for opn fx type I/2","Removal of Int Fix from L Toe Phalanx Jt, Perc Endo Approach",4e14d74b-9eff-4c10-b9a3-0568bef44e4b,2023-01-19 17:57:20,2023-01-24 13:46:59
9f9da242-0b0d-4e0a-8600-41b8cfdabaf7,2,"Fx unsp part of neck of r femur, subs for clos fx w nonunion",Exercise Treatment of Circ Up Back/UE using Mech Equipment,3f8e2ca7-ad90-4a4a-8625-a43a5b9707e8,2023-02-09 20:29:01,2022-07-07 20:02:42
e2906e35-feca-433f-b0ef-064bbf65f273,19,"Oth fracture of right talus, subs for fx w malunion","Supplement Left Humeral Head with Nonaut Sub, Perc Approach",447cbcc6-d0bf-452b-b8b7-4b822320f5fe,2022-09-22 10:39:21,2023-02-04 01:58:55
ed6dbad5-c470-4190-8cc8-1b235cb243b7,65,"Burn due to localized fire on board sailboat, sequela",Irrigation of Skin and Mucous Membranes using Irrigat,f6c81b6e-36f9-4ae5-b497-4c865cb60bb4,2022-07-25 19:56:37,2022-07-15 18:37:35
d9d44a8e-ad66-46f8-a563-93f84c4c9e63,56,"Poisoning by emetics, intentional self-harm, sequela","Repair Right Inguinal Lymphatic, Open Approach",40d3a295-95a6-477c-a6f5-85b2071ff402,2022-09-23 03:34:32,2023-02-17 04:24:41
e430aa91-4908-4b85-9181-19f87a27d2ae,36,"Unsp injury of axillary artery, unsp side, init encntr","Supplement Right Rib with Synth Sub, Perc Approach",32fa013d-5dcc-4082-86a6-f1385a0a5019,2022-10-21 08:57:26,2022-12-06 18:55:41
8fa42924-9a7a-42fa-883a-c32005e65f92,18,"Strain of extensor musc/fasc/tend thmb at wrs/hnd lv, subs","Drainage of R Post Tib Art, Perc Endo Approach",4ae66f99-2d0a-429c-a1c7-53beb81fd979,2022-03-18 13:05:55,2023-02-10 15:22:45
6a2f7a37-ef36-4553-8c7e-27203170a3f7,27,Strain of flexor musc/fasc/tend right thumb at forearm level,"Bypass Sigmoid Colon to Cutaneous, Endo",41f4c4c6-5fa3-4b6f-8b6f-5f1f2f8b5829,2022-07-15 06:09:00,2023-01-20 21:20:41
a18f728c-8464-4982-9988-8cdc2c2030c3,82,"Corrosion of unsp degree of back of unsp hand, init encntr","Restrict of R Thyroid Art with Extralum Dev, Open Approach",1c635a29-2f7b-45cc-bad3-8a67bb496c30,2022-09-08 17:16:26,2022-09-05 17:29:17
f30279f1-38e4-4d26-b30f-1b71865564b4,23,Contus/lac/hem crblm w LOC of 6 hours to 24 hours,"Alteration of Left Knee Region with Autol Sub, Open Approach",314f633d-0443-4cc6-9916-96516697c607,2023-01-26 09:13:36,2023-01-12 02:10:14
c82e5d88-2621-49e3-886c-dc58a9a61dc7,1,"Nondisp oblique fx shaft of humer, r arm, 7thD","Supplement Left Trunk Tendon with Synth Sub, Open Approach",40d3a295-95a6-477c-a6f5-85b2071ff402,2022-12-04 16:02:27,2022-12-19 16:45:13
644b7de5-f5b3-46f8-bf03-7c8efc4e40a0,7,Direct infect of joint in infec/parastc dis classd elswhr,"Extirpation of Matter from Left Tarsal, Perc Endo Approach",9d7b618b-8e29-4f24-b81e-4f3085ec0629,2023-01-14 21:03:43,2022-05-29 11:30:11
f3d1b368-110f-41e6-978f-44dcabb0a67b,1,"Driver injured in collision w oth mv in traf, sequela","Replace Papillary Muscle w Nonaut Sub, Perc Endo",8b5bb375-ffe9-47b2-a7bd-4e85a5789026,2022-07-11 16:40:22,2023-02-18 03:20:08
fb2f9e8a-8acc-4923-bca7-d13b98bf53ab,52,"Oth osteopor w crnt path fx, l humer, subs for fx w nonunion","Remove Autol Sub from R Metacarpocarp Jt, Perc Endo",9b290b0e-7045-4f8e-9579-d78423c59f14,2022-04-02 20:13:11,2022-04-27 20:55:31
5624cdc4-c300-46ca-8de1-4e834a3d95ff,24,"Diseases of the circ sys comp pregnancy, unsp trimester","Removal of Drainage Device from Mouth/Throat, Perc Approach",0dbf5dce-98cb-4610-8a24-6e22d066bacb,2022-06-19 23:56:58,2023-02-17 08:56:22
1cddeec8-0b42-405d-bd22-cc91d6d2022f,83,"Strain musc/tend ant grp at low leg level, left leg, subs","Fusion T-lum Jt w Autol Sub, Post Appr A Col, Open",52f32887-af5b-4bbf-a61f-ee4fb696baa6,2022-09-01 17:10:57,2022-04-30 23:35:40
7cf062c8-4111-46c4-bc60-447896146823,86,"Ped on sktbrd injured in clsn w nonmtr vehicle, unsp, init","Insertion of Infusion Device into Cranial Nrv, Open Approach",60a2171b-9ca3-42f3-8b7f-7f746ed84e2c,2022-07-26 10:09:37,2022-06-21 20:57:53
ddce3606-8730-42c1-b36a-196a73dea2df,86,Sparganosis,"Destruction of Aortic Body, Percutaneous Approach",19efcc7e-546b-460e-9790-1d949aae6c8d,2022-11-07 11:45:16,2023-01-19 14:58:14
e9f2b373-48fc-45e7-9f1f-504696fa78f2,88,Crohn's disease of large intestine without complications,"Drainage of Upper Vein, Open Approach, Diagnostic",83cd48a1-8ecb-4759-b7c8-1ba7c3c239ab,2022-06-26 10:48:02,2023-01-01 11:48:06
755890f8-943f-40ea-9322-0a8e70557545,19,"Familial chondrocalcinosis, knee","Occlusion R Kidney Pelvis w Extralum Dev, Open",efe8f7fd-e426-4458-ad9e-bce2313077f4,2022-10-19 00:42:29,2022-03-19 23:32:11
25cb559e-a4e1-4cf4-a4c3-e211688be833,98,Complete traumatic MCP amputation of left little finger,"Inspection of Right Knee Region, Open Approach",49db5c40-9a62-494b-a83c-688c51c22214,2022-03-21 06:51:48,2023-02-08 23:32:58
cad59b81-9a8d-463c-8f9f-46a37e0285c4,22,"Poisoning by antithrombotic drugs, undetermined, sequela",Low Dose Rate (LDR) Brachytherapy of Lung using Iridium 192,983fddbc-0c48-4f9e-8cd4-7be3d68cd570,2022-12-25 09:00:15,2022-03-13 20:39:00
293361bc-c723-4cc0-b976-545ed6a252cc,86,Dvtrcli of lg int w perforation and abscess w/o bleeding,"Bypass Duodenum to Ileum with Synth Sub, Perc Endo Approach",83cd48a1-8ecb-4759-b7c8-1ba7c3c239ab,2022-07-28 23:11:20,2022-03-09 08:28:52
df648f94-0486-4efe-b25a-5c4fe3c4d389,90,Laceration with foreign body of wrist,"Reposition Right Parotid Duct, Open Approach",a029ad9c-4f69-4075-8478-6d74fb8043a5,2022-05-25 01:16:57,2022-12-11 08:44:38
4381ce30-626b-42d2-a44c-08a078f06122,22,"Burn of second degree of left scapular region, init encntr","Bypass R Hand Vein to Up Vein w Synth Sub, Perc Endo",776f89f7-b302-4427-8092-30dc4e2ba87b,2023-02-06 03:22:32,2022-05-04 00:44:37
69b30b5a-5d33-469d-a60d-862750990cad,92,"Retained (old) magnetic fb in ant chamber, right eye",Plain Radiography of Pelvic Lymphatics using H Osm Contrast,69c6f5ec-0929-48e0-80b3-ceb4233b7f6c,2022-06-26 08:53:07,2022-06-15 02:50:19
d0a05ed5-3594-4c49-a3ae-d44d4e140421,14,Corros 80-89% of body surface w 50-59% third degree corros,"Removal of Infusion Device from Spinal Cord, Open Approach",273596a9-a527-4ab8-804f-62435aa54a0e,2022-04-15 01:34:56,2022-09-05 13:45:31
fc9459c7-53ca-485c-8f40-6ca6e3bfcf4e,42,"Other multiple liveborn infant, born outside hospital","Bypass Thor Aorta Asc to R Pulm Art, Perc Endo Approach",ce36d58c-4b16-4073-a7a7-5d82fc51ef59,2022-08-08 13:26:56,2023-01-14 04:03:18
23c4c5fd-f58e-46eb-b19c-91c14d00a8bb,63,"Penetrating wound w foreign body of right eyeball, sequela","Supplement Mitral Valve with Nonaut Sub, Perc Approach",70bee539-309a-429d-903c-5f024a7dced0,2022-11-25 09:05:00,2022-04-28 04:53:04
b71e45d8-852a-4bae-853e-56cedc41ed5c,96,"Other myositis, unspecified forearm","Replace of L Knee Tendon with Autol Sub, Perc Endo Approach",d3ff97cf-6bc2-4170-b181-61910d2a4660,2022-03-10 21:50:31,2022-08-11 00:36:55
fac5b310-7785-483f-ac8d-57bda96c8069,48,"Other contact with other mammals, subsequent encounter","Supplement Lower Lip with Synth Sub, Open Approach",3ee2e38c-1a83-48b2-9525-5a2a7e687a84,2022-09-22 09:36:04,2022-09-10 00:31:17
07595b78-cf97-45d7-829e-18decd5d2d8e,81,"Lipid storage disorder, unspecified","Reposition R Metatarsotars Jt with Int Fix, Perc Approach",3f2cd305-1a7d-461f-86d1-017babc8985c,2022-03-09 15:07:29,2022-03-25 13:52:38
8189c264-04a9-48d0-ad92-3bb5b6894d16,37,"Pseudopterygium of conjunctiva, bilateral","Supplement Left Tympanic Membrane with Autol Sub, Endo",73834547-4761-40d9-8599-dee6c1f15223,2022-08-15 12:09:28,2022-12-06 03:54:33
21b68ed5-054d-4d3e-bce5-990f973bcbeb,89,"Corros unsp degree of unsp single finger except thumb, init","Replace R Hand Skin w Nonaut Sub, Part Thick, Extern",1a45b1e3-50b9-4ff9-950f-24d938225213,2022-08-13 19:34:00,2022-04-27 13:32:06
db400064-d504-467d-ae4b-31382618ee53,68,"Other spacecraft accident injuring occupant, init encntr","Revision of Synth Sub in R Low Extrem, Perc Approach",9e52139e-80b0-4bde-890d-4bcb661a2364,2022-04-25 04:21:03,2022-09-12 02:51:54
a475268d-b59f-4f61-a503-c51b3485442c,71,"Superficial frostbite of unspecified foot, initial encounter","Resection of Small Intestine, Endo",0d46078f-1f35-4d53-8d95-cc5851cbee4c,2023-01-19 02:08:08,2022-12-18 19:39:24
eb5b4b6a-dca5-4bb4-b859-c17483845157,5,Postprocedural hepatorenal syndrome,"Division of Lumbar Sympathetic Nerve, Perc Endo Approach",aac7e023-c09f-4a73-85aa-4bf1ecae0233,2022-07-20 10:36:15,2022-05-13 07:13:11
20a70b07-0ef4-4583-bebb-299080bb7df2,91,"External constriction of unspecified elbow, sequela","Excision of Face Artery, Perc Endo Approach, Diagn",c0d8247a-8454-44b5-8f49-835d970eea68,2023-03-01 20:47:41,2023-02-22 11:55:04
c3a52806-2cd6-4bb9-8750-8838e8bb93f7,73,"Fall from motorized mobility scooter, initial encounter","Insertion of Infusion Device into L Pulm Vein, Perc Approach",1097504a-3c84-4d17-9b02-84ec813c30e7,2022-05-15 16:30:36,2022-05-20 03:12:48
dfaf8bc1-6d8f-48f8-a1b9-dfa10b2a0c81,88,"Oth fx head/neck of right femur, init for opn fx type 3A/B/C","Bypass 1 Cor Art from Cor Art w Autol Vn, Perc Endo",609cbecf-e6e0-437d-8491-7ccfc221ff08,2022-11-25 05:30:51,2022-09-21 07:05:07
6af37a57-7d14-4d49-b37e-05c032961036,53,"Other secondary osteonecrosis, pelvis","Bypass R Ventricle to Pulm Trunk w Nonaut Sub, Open",14f4da79-f995-404a-ada9-3af1ba04ffc7,2022-10-21 22:13:03,2022-05-10 10:55:02
144eead2-d20b-4973-bf41-54f9b5ab8e88,4,Acquired deformity of chest and rib,"Introduction of Recomb Protein C into Periph Vein, Open",c81c5a7b-8c1f-4cbe-ab74-6d409860b6c7,2022-05-20 02:01:49,2022-09-23 15:00:32
7e795b85-c110-4feb-b90f-2c1d15c66cbc,30,Partial traumatic amputation of breast,"Excision of Sternum, Percutaneous Endoscopic Approach",30bdcf33-dc04-4a40-9b8d-45838050e5dd,2022-08-07 02:40:08,2022-07-31 08:10:21
ed0cc15b-f832-4608-8c5e-3d8b1054ed44,78,"Pretrm prem ROM, unsp time betw rupt and onst labr, unsp tri","Supplement Left Hepatic Duct with Nonaut Sub, Open Approach",b99e154e-50a3-4191-a689-ee8c51972dde,2022-08-02 09:24:32,2022-04-19 01:05:08
1f3aca3c-3897-4768-bf96-55976476da49,46,"Poisoning by antimycobac drugs, accidental, subs","Dilation of Esophagogastric Junction, Endo",73834547-4761-40d9-8599-dee6c1f15223,2022-06-15 08:42:01,2022-11-26 10:14:42
1bef0c36-8230-4cc5-a112-9305303af561,2,"Slip/trip w/o falling due to stepping on object, sequela","Division of Perineum Bursa and Ligament, Perc Endo Approach",0de4558e-aab9-4fa7-903c-dd00abf8bbf8,2022-03-20 09:57:39,2022-08-11 14:19:33
585ab6b5-c3e3-4f05-8793-78ba94cafe8c,87,"Matern care for known or susp placntl insuff, 1st tri, fts4","Dilation of L Com Iliac Art with 4 Drug-elut, Perc Approach",fee339b3-4db1-49e3-bd44-222b0d7758dc,2022-07-24 11:21:23,2022-05-06 21:25:41
9bcd56e8-52fa-4cac-9e16-3efaf22b6634,36,"Subluxation of radiocarpal joint of unsp wrist, init encntr","Dilation of L Int Carotid with 3 Intralum Dev, Open Approach",6b017b3c-7fe0-4cc9-a26d-6b0ac6804ff2,2022-05-07 00:35:44,2022-03-05 19:29:52
942decca-b393-4384-b9ec-d280e965fda9,6,"Intraop hemor/hemtom of skin, subcu comp oth procedure","Drainage of Left Temporomandibular Joint, Perc Approach",45517c93-2403-43df-b68b-c6fb2805df71,2022-06-19 09:59:05,2022-11-13 06:08:44
50b2f0d4-2a4d-426a-84df-63f518f3c3c5,35,Excess amount of bld or oth fluid given dur tranfs or infusn,"Reposition Right Elbow Joint, Percutaneous Approach",9ea417d1-6122-41cd-80bb-232d542e8548,2022-03-17 18:25:50,2022-07-15 00:40:53
d5af8795-ea41-4006-b6f6-555606edf74d,47,"Displ spiral fx shaft of ulna, r arm, 7thQ","Nuclear Medicine, Hepatobil Pancreas, Planar Nucl Med Imag",75697717-0f36-4665-8453-64552a414680,2022-08-06 16:58:12,2022-04-25 09:34:36
728cf2b3-46af-4e15-9ade-b0ef8dd0a5b3,16,"Pathological fracture, left hand, init encntr for fracture","Repair Left Fibula, Percutaneous Approach",33d7e289-50b5-4484-a597-9dba4df970c4,2022-08-23 18:21:46,2023-01-23 07:44:12
9dda969b-8f86-4226-9cf7-9f08461f116b,22,"Subluxation of T6/T7 thoracic vertebra, initial encounter","Transfer Left Foot Tendon, Percutaneous Endoscopic Approach",e42ba0fc-b4f8-434a-8772-34610d7520ed,2022-03-24 11:33:01,2022-05-28 15:57:38
0222826b-fc3f-41ca-8934-a98258c25dbc,10,"Terrorism involving fire/hot subst, civilian injured, subs","Dilation of R Colic Art with 2 Intralum Dev, Perc Approach",398a7cb7-7f4a-458e-8a2d-c0ec4afd6ff4,2022-07-25 04:40:17,2022-05-11 02:39:13
36e1297e-6e61-459e-9fa5-faacf8b34576,73,"Complete traumatic MCP amputation of thmb, subs","Introduction of Anti-inflam into Periton Cav, Perc Approach",bf515df9-f001-49e1-8c73-684a3ad86730,2022-06-09 03:13:11,2023-02-28 01:09:24
